"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x803670786779348992","x1408486056949813249",2021-06-25 18:03:39,"FundacionVarkey","Junto al @arBritish  desarrollamos una investigación sobre el impacto y las respuestas adoptadas por 11 países de América frente al cierre de las escuelas en el 2020. Otro hallazgo consiste en el aumento de la autonomía de los equipos directivos escolares. 

<U+2B07><U+FE0F><U+0001F9F5> https://t.co/tZDArCk2eL","Twitter Web App",262,,,,FALSE,FALSE,6,1,,,,,,,,"http://pbs.twimg.com/media/E4vyHTnWUAYkOiG.jpg","https://t.co/tZDArCk2eL","https://twitter.com/FundacionVarkey/status/1408486056949813249/photo/1","photo","http://pbs.twimg.com/media/E4vyHTnWUAYkOiG.jpg","https://t.co/tZDArCk2eL","https://twitter.com/FundacionVarkey/status/1408486056949813249/photo/1",,"x3741594267","arBritish","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FundacionVarkey/status/1408486056949813249","Fundación Varkey","Buenos Aires, Argentina","Fundación Varkey Latinoamérica. Cada niño merece un gran maestro. Celebramos al docente @teacherprize   #GraciasMaestros comunicaciones@varkeyfoundation.org","https://t.co/OqMA4YlTlx",FALSE,4480,2801,27,2097,6399,2016-11-29 18:43:41,FALSE,"https://t.co/OqMA4YlTlx","http://www.fundacionvarkey.org",,"https://pbs.twimg.com/profile_banners/803670786779348992/1487953117",,"http://pbs.twimg.com/profile_images/803695534607364096/rS1NZqua_normal.jpg"
"x167578984","x1408485863764500485",2021-06-25 18:02:52,"pauvescovo","Una madre de rodillas pidiendo presencialidad en las escuelas....
Esto lograron, esto votaron ignorantes https://t.co/xbOs1WWn05","Twitter for Android",104,,,,TRUE,FALSE,7,5,,,,,"twitter.com/drasmartinez/s…","https://t.co/xbOs1WWn05","https://twitter.com/drasmartinez/status/1408470825179791361",,,,,,,,,,,"es","x1408470825179791361","Hoy en Córdoba x la visita del Presidente. La gente no aguanta más https://t.co/CoeZjzuCah",2021-06-25 17:03:07,"Twitter for Android",1974,1188,"x252698204","drasmartinez","Silvina Martínez",59519,1524,12652,"Buenos Aires, Argentina","Abogada
Podes seguirme en Instagram: drasmartinez
Facebook: Silvina Martinez 
Youtube: Silvina Martínez
mail:infoobservatoriociudadano@gmail.com",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pauvescovo/status/1408485863764500485","PAU","Buenos Aires, Argentina","",,FALSE,3026,2105,5,44845,184944,2010-07-16 23:31:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/167578984/1610733641","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1241698038302806019/aRClERhj_normal.jpg"
"x273578505","x1408485139252846593",2021-06-25 18:00:00,"UCASociales","<U+2705>Tercer Taller de la Red de #Escuelas AIE: ""La gestión institucional de la #innovacion inclusiva y efectiva""  

 <U+0001F5D3>lunes 28 de junio  
 <U+23F0>15 a 16: 30hs 
 
 <U+0001F4A1>Organiza: @ucaeducacionAR  #educacion  #UCA 

<U+0001F4F2> Actividad #gratuita con inscripción
 <U+0001F4BB>Contactate <U+0001F447> 
redaie@uca.edu.ar https://t.co/Bojrzr1agj","TweetDeck",272,,,,FALSE,FALSE,5,6,,,"Escuelas innovacion educacion UCA gratuita",,,,,"http://pbs.twimg.com/media/E4vPGjYWQAsvBfQ.jpg","https://t.co/Bojrzr1agj","https://twitter.com/UCASociales/status/1408485139252846593/photo/1","photo","http://pbs.twimg.com/media/E4vPGjYWQAsvBfQ.jpg","https://t.co/Bojrzr1agj","https://twitter.com/UCASociales/status/1408485139252846593/photo/1",,"x794266926092582917","ucaeducacionAR","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/UCASociales/status/1408485139252846593","UCA Sociales","Buenos Aires","Cuenta oficial de la Facultad de Ciencias Sociales de la Universidad Católica Argentina","http://t.co/qDCUvBtXYy",FALSE,2185,556,15,3086,3236,2011-03-28 19:22:04,FALSE,"http://t.co/qDCUvBtXYy","http://www.uca.edu.ar",,"https://pbs.twimg.com/profile_banners/273578505/1478889489","http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/797156474757804032/y4XQBVH6_normal.jpg"
"x1179425079136067585","x1408481304635641856",2021-06-25 17:44:45,"Raffzz47","@HuesoA3 @bot_balkan @SchrodingerGata No sabes leer, capo. Jamas dije que enseñen disciplina y normas de conductas en esas charlas. Eso lo hacen las escuelas, en general.

Realmente no importa lo que vos creas saber o no, porque no sos un alumno y como ya dije, puedo aprender mates en internet.","Twitter Web App",257,"x1408480500348506122","x1407279556663418882","HuesoA3",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1407279556663418882 x1394621937964433412 x245904060","HuesoA3 bot_balkan SchrodingerGata","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Raffzz47/status/1408481304635641856","Raffzz Goop","Buenos Aires, Argentina","Persona que vive en Argentina X2. Banner hecho por @King_Mix_Papper. #ClanBloodymoon.",,FALSE,198,463,4,16809,80162,2019-10-02 15:57:22,FALSE,,,,"https://pbs.twimg.com/profile_banners/1179425079136067585/1570035851",,"http://pbs.twimg.com/profile_images/1409872403468111880/st-qfJQO_normal.jpg"
"x1179425079136067585","x1408423659958636553",2021-06-25 13:55:42,"Raffzz47","@HuesoA3 @SchrodingerGata Imagínate creer esta estupidez. Supongo que como existe el internet hay que eliminar las clases de matemáticas ¿no? Es más, elimínenos las escuelas. Total está internet y los padres, que igual no tienen ni puta idea ni tiempo pero están.","Twitter for iPhone",237,"x1408403119889915905","x1407279556663418882","HuesoA3",FALSE,FALSE,5,0,,,,,,,,,,,,,,,,"x1407279556663418882 x245904060","HuesoA3 SchrodingerGata","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Raffzz47/status/1408423659958636553","Raffzz Goop","Buenos Aires, Argentina","Persona que vive en Argentina X2. Banner hecho por @King_Mix_Papper. #ClanBloodymoon.",,FALSE,198,463,4,16809,80162,2019-10-02 15:57:22,FALSE,,,,"https://pbs.twimg.com/profile_banners/1179425079136067585/1570035851",,"http://pbs.twimg.com/profile_images/1409872403468111880/st-qfJQO_normal.jpg"
"x125739281","x1407855282080862208",2021-06-24 00:17:10,"lurodrigueziz","Escuelas rurales, a las que asisten como mucho treintena de alumnos y sus familias viven en el campo, sin contacto con el pueblo, también están cerradas.

¿Entienden la falta de conocimiento del territorio que tienen los que tienen que gobernar?","Twitter for iPhone",245,"x1407791083489312770","x125739281","lurodrigueziz",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lurodrigueziz/status/1407855282080862208","Lu Rodriguez","Buenos Aires","La vie ne vaut d'être vécue sans amour",,FALSE,567,212,3,8990,5697,2010-03-23 18:26:24,FALSE,,,,"https://pbs.twimg.com/profile_banners/125739281/1608344059","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1009261339007705089/mfXS5teq_normal.jpg"
"x125739281","x1408470993895575552",2021-06-25 17:03:47,"lurodrigueziz","Los municipios del interior también necesitan clases @Kicillofok 

Somos menos, pero votamos igual y te aseguro que nos vamos a acordar.

Si estás de acuerdo, te invito a firmar este pedido: https://t.co/PLa5ovbSnX

#AbranLasEscuelas https://t.co/rnAvGXJ8dE","Twitter for iPhone",233,,,,FALSE,FALSE,1,1,,,"AbranLasEscuelas",,"chng.it/VN5BgpXG","https://t.co/PLa5ovbSnX","http://chng.it/VN5BgpXG","http://pbs.twimg.com/media/E4vk5xTWQAg5jsH.jpg","https://t.co/rnAvGXJ8dE","https://twitter.com/lurodrigueziz/status/1408470993895575552/photo/1","photo","http://pbs.twimg.com/media/E4vk5xTWQAg5jsH.jpg","https://t.co/rnAvGXJ8dE","https://twitter.com/lurodrigueziz/status/1408470993895575552/photo/1",,"x2953955753","Kicillofok","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lurodrigueziz/status/1408470993895575552","Lu Rodriguez","Buenos Aires","La vie ne vaut d'être vécue sans amour",,FALSE,567,212,3,8990,5697,2010-03-23 18:26:24,FALSE,,,,"https://pbs.twimg.com/profile_banners/125739281/1608344059","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1009261339007705089/mfXS5teq_normal.jpg"
"x1025570216724574208","x1408458468869160963",2021-06-25 16:14:01,"lachicalunar_","En tres años que laburo dentro de escuelas jamás lloré como hoy ni padecí tanto estar laburando. Me quiero bajar. Y encima todavía tengo que entrar a la de la tarde. No doy más <U+0001F614>.","Twitter for Android",179,,,,FALSE,FALSE,41,0,,,,,,,,,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lachicalunar_/status/1408458468869160963","China lunar <U+0001F320>","Buenos Aires, Argentina","La foi en la parole.",,FALSE,449,471,1,5266,27439,2018-08-04 02:32:48,FALSE,,,,"https://pbs.twimg.com/profile_banners/1025570216724574208/1619571988",,"http://pbs.twimg.com/profile_images/1309223945778987008/WYP7-_n9_normal.jpg"
"x145381842","x1408458026663747590",2021-06-25 16:12:16,"patrialemoreno","HIJO DE PUTA @Kicillofok ¿para esto tenes plata?? ARREGLA LAS ESCUELAS Y PONETE A TRABAJAR VAGO DE MIERDA https://t.co/rrx7lnooZY","Twitter for Android",105,,,,TRUE,FALSE,0,0,,,,,"twitter.com/Liliana9741812…","https://t.co/rrx7lnooZY","https://twitter.com/Liliana97418128/status/1408436297421762564",,,,,,,,,"x2953955753","Kicillofok","es","x1408436297421762564","Así blindan al presidente COSO para que el pueblo no pueda acercarse.
Todos los accesos a los lugares previstos para la visita  cortados.
Gobernantes Nac&amp; Pop.
#FernandezCordobaCiudadBlindada https://t.co/HbZSWaNZRp",2021-06-25 14:45:55,"Twitter for Android",199,192,"x1164722107345002496","Liliana97418128","Liliana Lili",5271,5124,91302,"Ayllu (Valle Paravachasca)","el mar, nadar, la música, el chocolate, los perros, los árboles...",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/patrialemoreno/status/1408458026663747590","patoalemoreno <U+0001F499><U+0001F49B><U+0001F499>","buenos aires Argentina","estudiante de derecho UNLZ",,FALSE,338,335,1,52922,65556,2010-05-18 21:08:17,FALSE,,,,"https://pbs.twimg.com/profile_banners/145381842/1614776690","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/1335235080831328260/F_NzbaOb_normal.jpg"
"x67622056","x1408454789667639300",2021-06-25 15:59:24,"jorgefantin","@rossiucr En EEUU el sistema educativo detecta a chicos/as con potencial y los asigna a escuelas especiales donde eso puede trabajarse.  
Los mejores terminan recibiendo becas hasta finalizar la universidad.
Así se aprovechan y desarrollan  los recursos humanos más capacitados.","Twitter for Android",268,"x1408437393900855296","x181148556","rossiucr",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x181148556","rossiucr","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jorgefantin/status/1408454789667639300","Jorge Fantin","Buenos Aires","Consultor Estrategia y Finanzas.     
Profesor en ITBA, Escuela Superior De Guerra,  Universidad Siglo21, Dir. Ejecutivo Instituto Lebensohn, 
EnRoadsAmbassador","https://t.co/G2e5CZIvIL",FALSE,790,285,9,9185,3957,2009-08-21 14:36:38,FALSE,"https://t.co/G2e5CZIvIL","https://www.fronterasdelmanagement.com",,"https://pbs.twimg.com/profile_banners/67622056/1514047353","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1075505566158675968/JznEEk4Z_normal.jpg"
